"en_cue","en_target","type","cue_type","target_type","en_cosine"
"arrange","organize","related","word","word",0.558031882113818
"result","outcome","related","word","word",0.566229804130091
"property","owner","related","word","word",0.390381185598906
"air","oxygen","related","word","word",0.487171745327995
"envelope","package","related","word","word",0.493887248726351
"suffering","pain","related","word","word",0.614367374177006
"artist","painter","related","word","word",0.734903955945797
"section","paragraph","related","word","word",0.564749671137959
"supernatural","paranormal","related","word","word",0.68170660865465
"adult","parent","related","word","word",0.521622195155757
"matter","particle","related","word","word",0.27089797844684
"reception","party","related","word","word",0.484677449636811
"enthusiasm","passion","related","word","word",0.599967820552047
"ticket","passport","related","word","word",0.529453479111381
"code","password","related","word","word",0.617827481438165
"future","past","related","word","word",0.435460380562189
"route","path","related","word","word",0.610249301087072
"miserable","pathetic","related","word","word",0.653380100537127
"guard","patrol","related","word","word",0.450633506975288
"paper","pen","related","word","word",0.534766097224743
"vagina","penis","related","word","word",0.754254986082001
"population","people","related","word","word",0.406647620558455
"ideal","perfect","related","word","word",0.653340204856339
"show","performance","related","word","word",0.338888439693457
"lipstick","perfume","related","word","word",0.546366710038058
"radius","perimeter","related","word","word",0.520092471624684
"phase","period","related","word","word",0.470156157876135
"character","personality","related","word","word",0.590807713303345
"view","perspective","related","word","word",0.57300432358261
"picture","photo","related","word","word",0.789975058564838
"autograph","photographer","related","word","word",0.332399758267919
"dictionary","phrase","related","word","word",0.50591210125426
"sexual","physical","related","word","word",0.532304672018196
"fragment","piece","related","word","word",0.460471333756138
"cow","pig","related","word","word",0.678772494718924
"tablet","pill","related","word","word",0.482003001219405
"astronaut","pilot","related","word","word",0.493185634974302
"preparation","planning","related","word","word",0.426610065395287
"cement","plastic","related","word","word",0.415273126407123
"bowl","plate","related","word","word",0.540846355338096
"explanation","plausible","related","word","word",0.500765595168077
"coach","player","related","word","word",0.476347728123559
"comfortable","pleasant","related","word","word",0.470234513662716
"text","poem","related","word","word",0.46274887471034
"gambling","poker","related","word","word",0.605407491822743
"critical","political","related","word","word",0.430034745851216
"policy","politician","related","word","word",0.222346842845534
"journalism","politics","related","word","word",0.529868537909024
"status","position","related","word","word",0.469877196239306
"chance","possibility","related","word","word",0.448427422945877
"helpless","powerless","related","word","word",0.681947070712029
"literally","practically","related","word","word",0.603756726332726
"prey","predator","related","word","word",0.679961025787146
"birth","pregnancy","related","word","word",0.458027299023448
"ready","prepare","related","word","word",0.557377714072811
"chancellor","president","related","word","word",0.375997086618584
"button","press","related","word","word",0.580079143927469
"pulse","pressure","related","word","word",0.327449579528452
"value","price","related","word","word",0.50899815022637
"monk","priest","related","word","word",0.662087666107674
"secondary","primary","related","word","word",0.667921210035678
"princess","prince","related","word","word",0.771609454686587
"cell","prison","related","word","word",0.487283156404761
"hostage","prisoner","related","word","word",0.530342994233111
"private","privacy","related","word","word",0.51116018127224
"nobel","prize","related","word","word",0.437152405583832
"maybe","probably","related","word","word",0.558197075948889
"capsule","probe","related","word","word",0.515560823771975
"trouble","problem","related","word","word",0.468849434208619
"process","procedure","related","word","word",0.54428287818557
"create","produce","related","word","word",0.520823983987597
"brand","product","related","word","word",0.524917634665426
"factory","production","related","word","word",0.477480729812499
"amateur","professional","related","word","word",0.533485431994627
"dean","professor","related","word","word",0.333083410821733
"project","program","related","word","word",0.496330084107534
"forbidden","prohibit","related","word","word",0.582008737034264
"guarantee","promise","related","word","word",0.570893734403309
"evidence","proof","related","word","word",0.618156418408954
"lawyer","prosecutor","related","word","word",0.629095913973285
"rule","protocol","related","word","word",0.410913773856838
"model","prototype","related","word","word",0.473912115757833
"enable","provide","related","word","word",0.439388196637105
"medical","psychological","related","word","word",0.538320931466143
"anatomy","psychology","related","word","word",0.498376074994787
"push","pull","related","word","word",0.53460979701705
"insert","put","related","word","word",0.445568031490613
"quantity","quality","related","word","word",0.55399038680678
"half","quarter","related","word","word",0.72889926295816
"slowly","quickly","related","word","word",0.605647098354348
"fox","rabbit","related","word","word",0.656159719694158
"squirrel","raccoon","related","word","word",0.62986991496821
"marathon","race","related","word","word",0.4145309241799
"contamination","radiation","related","word","word",0.597335436980859
"anger","rage","related","word","word",0.775119676813252
"kidnapper","ransom","related","word","word",0.599863494678312
"occasionally","rarely","related","word","word",0.586225636153712
"mouse","rat","related","word","word",0.618770680381575
"generator","reactor","related","word","word",0.62944260093771
"true","real","related","word","word",0.446607038534866
"optimistic","realistic","related","word","word",0.536354286604469
"actually","really","related","word","word",0.640400781819076
