"word_combo","he_cue","he_target","type","cue_type","target_type","he_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"מרגלמוּס","מרגל","מוּס","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מרגלצָהֳרַיִים","מרגל","צָהֳרַיִים","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מרהתמיםגָלַקסִיָה","מרהתמים","גָלַקסִיָה","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מרהתמיםרָגִי","מרהתמים","רָגִי","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מרלותלקפוץ","מרלות","לקפוץ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מרלותמנום","מרלות","מנום","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מרקדבמלון","מרק","דבמלון","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מרקכְּנִיסָה","מרק","כְּנִיסָה","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מרקסלט","מרק","סלט","related","word","word",0.50165129858096,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מרשיםמדהים","מרשים","מדהים","related","word","word",0.529024579706711,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מרשיםסִמטñ","מרשים","סִמטñ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מרשיםרֶצַח","מרשים","רֶצַח","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משאבהלסייע","משאבה","לסייע","unrelated","word","word",0.145893368913459,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משאבהמשקח","משאבה","משקח","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משאבהצינור","משאבה","צינור","related","word","word",0.430250724995944,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משאגתי","משא","גתי","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משאמטען","משא","מטען","related","word","word",0.500733868804237,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משאשמשי","משא","שמשי","unrelated","word","word",0.104267552825092,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משביותמַסוֹק","משביות","מַסוֹק","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משביותרוֹזֶנגק","משביות","רוֹזֶנגק","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משורייםבעל בית","משוריים","בעל בית","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משורייםבקורק","משוריים","בקורק","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משיבּוֹקֵר","משי","בּוֹקֵר","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משיחןמוּנָה","משי","חןמוּנָה","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משיכותנה","משי","כותנה","related","word","word",0.491061208554289,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משקפייםכובע","משקפיים","כובע","related","word","word",0.425723358488745,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משקפייםלִשְׁמוֹעַ","משקפיים","לִשְׁמוֹעַ","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משקפייםלנהו","משקפיים","לנהו","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משרהלטתם","משרה","לטתם","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משרהעֲבוֹדָה","משרה","עֲבוֹדָה","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"משרהשְׁרִיר","משרה","שְׁרִיר","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מתוקהַכנָסָה","מתוק","הַכנָסָה","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מתוקחָמוּד","מתוק","חָמוּד","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מתוקממכני","מתוק","ממכני","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מתנדבדםנָשִׁים","מתנדב","דםנָשִׁים","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מתנדבמרצון","מתנדב","מרצון","related","word","word",0.222975680780844,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מתנדבספּוֹרט","מתנדב","ספּוֹרט","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מתרחשאַבָּא","מתרחש","אַבָּא","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מתרחשוֹבַע","מתרחש","וֹבַע","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"מתרחשקורה","מתרחש","קורה","related","word","word",0.649657254423522,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ןחבר הלְהַפחִית","ןחבר ה","לְהַפחִית","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ןחבר המידע","ןחבר ה","מידע","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ןחבר הפְּסיתכוֹלוֹגִי","ןחבר ה","פְּסיתכוֹלוֹגִי","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ןחבר התִסמוֹכסת","ןחבר ה","תִסמוֹכסת","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ןחיר הבייזספר","ןחיר ה","בייזספר","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ןחיר הרֵיחַ","ןחיר ה","רֵיחַ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ןמושלם","ן","מושלם","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ןעאלִבנוֹת","ןעא","לִבנוֹת","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ןעאלָנֶצַח","ןעא","לָנֶצַח","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ןעאעֲשׂוֹת","ןעא","עֲשׂוֹת","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ןעאתגיר","ןעא","תגיר","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ןעקד ןדובהָר","ןעקד ן","דובהָר","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ןעקד ןמִיקרוֹפוֹן","ןעקד ן","מִיקרוֹפוֹן","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ןפהכְזָרִי","ן","פהכְזָרִי","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ א מ ןגַרעִינִי","נ א מ ן","גַרעִינִי","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ א מ ןמאמין","נ א מ ן","מאמין","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ א מ ןמנדזי","נ א מ ן","מנדזי","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ א מ נו תיוֹשֶׁר","נ א מ נו ת","יוֹשֶׁר","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ א מ נו תלְתַשדן","נ א מ נו ת","לְתַשדן","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ א מ נו תמְסִירוּת","נ א מ נו ת","מְסִירוּת","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ א מ נו תסרט","נ א מ נו ת","סרט","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ א מ נו תעיתון","נ א מ נו ת","עיתון","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ א מ נו תראבןהעיר","נ א מ נו ת","ראבןהעיר","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ א מ נוכמלָשֶׁב","נ א מ נוכמ","לָשֶׁב","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ א מ נוכממוֹרפִין","נ א מ נוכמ","מוֹרפִין","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ א מ נוכמפןחשֵׁב","נ א מ נוכמ","פןחשֵׁב","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ א מ נוכמשָׁטִיחַ","נ א מ נוכמ","שָׁטִיחַ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ או םאַטמוֹספֵרכץ","נ או ם","אַטמוֹספֵרכץ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ או םדְרָשָׁה","נ או ם","דְרָשָׁה","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ או םמלא","נ או ם","מלא","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ אוג הֶסכהסם","נ אוג ","הֶסכהסם","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ אוג מדהים","נ אוג ","מדהים","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ב ההֲדָחָה","נ ב ה","הֲדָחָה","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ב המררח","נ ב ה","מררח","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ג ידטֶכנִיקָה","נ ג יד","טֶכנִיקָה","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ג ידמוושָצִיָה","נ ג יד","מוושָצִיָה","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ג ידנָשִׂיא","נ ג יד","נָשִׂיא","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ הבאטמן","נ ה","באטמן","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ הדםּניָן","נ ה","דםּניָן","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ז יראֵלֶגַנטִי","נ ז יר","אֵלֶגַנטִי","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ז ירכּוֹמֶר","נ ז יר","כּוֹמֶר","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ז ירניאמי","נ ז יר","ניאמי","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ח ית הזבל","נ ח ית ה","זבל","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ח ית הטִיסָה","נ ח ית ה","טִיסָה","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ח ית הטוחןֵף","נ ח ית ה","טוחןֵף","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ח מ דחביב","נ ח מ ד","חביב","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ח מ דחיריר","נ ח מ ד","חיריר","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ח מ דשופט","נ ח מ ד","שופט","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ יעיְדִידוּתִי","נ יע","יְדִידוּתִי","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ יענםל","נ יע","נםל","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ כ דאוֹטוֹבּוּס","נ כ ד","אוֹטוֹבּוּס","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ כ דאחיין","נ כ ד","אחיין","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ כ דילנטַסטִי","נ כ ד","ילנטַסטִי","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ כו ןאמיתי","נ כו ן","אמיתי","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ כו ןורר","נ כו ן","ורר","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ כו ןכתובת","נ כו ן","כתובת","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ כולהשתמש","נ כו","להשתמש","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ כומיטן","נ כו","מיטן","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ מו ךגָבוֹהַ","נ מו ך","גָבוֹהַ","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ מו ךיףלַקֵק","נ מו ך","יףלַקֵק","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ מו ךלהתוודות","נ מו ך","להתוודות","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ס י הנָחָשׁ","נ ס י ה","נָחָשׁ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ס י העכברשי","נ ס י ה","עכברשי","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ סו תאילברנט","נ סו ת","אילברנט","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ סו תדַקָה","נ סו ת","דַקָה","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ סו תזִקפָּה","נ סו ת","זִקפָּה","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ סו תמַפָ","נ סו ת","מַפָ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ עו לאָרְטִילֶרִיָה","נ עו ל","אָרְטִילֶרִיָה","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ עו לסָגוּר","נ עו ל","סָגוּר","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ עו לרוֹזֶנגק","נ עו ל","רוֹזֶנגק","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ פ  ץמְצַמרֵר","נ פ  ץ","מְצַמרֵר","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ פ  ץשָׁעוֹן עֶצֶר","נ פ  ץ","שָׁעוֹן עֶצֶר","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ פ  ץתֵת","נ פ  ץ","תֵת","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ פ חצלָדַעַת","נ פ חצ","לָדַעַת","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ פ חצלובון","נ פ חצ","לובון","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ פ שבשווח","נ פ ש","בשווח","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ פ שלְהַשְׁלִים","נ פ ש","לְהַשְׁלִים","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ פ שרוּחַ","נ פ ש","רוּחַ","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ פל אוטב","נ פל א","וטב","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ פל אפַנטַסטִי","נ פל א","פַנטַסטִי","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ פל אשדה תעופה","נ פל א","שדה תעופה","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ פלשההַכנָספצ","נ פלשה","הַכנָספצ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ פלשהעוֹלָם","נ פלשה","עוֹלָם","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ פש  יבָּר","נ פש  י","בָּר","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ פש  יפהכְזָרִי","נ פש  י","פהכְזָרִי","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ פש  ירִגשִׁי","נ פש  י","רִגשִׁי","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ פשנחיבֶּאֱמתץ","נ פשנחי","בֶּאֱמתץ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ פשנחילְהִתְנַגֵד","נ פשנחי","לְהִתְנַגֵד","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ צח ילְהַעֲבִיר","נ צח י","לְהַעֲבִיר","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ צח ילָנֶצַח","נ צח י","לָנֶצַח","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ צח ילמפלא","נ צח י","למפלא","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ צחלְהֶאֱוגין","נ צח","לְהֶאֱוגין","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ צחמנצח","נ צח","מנצח","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ק מ הכותנה","נ ק מ ה","כותנה","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ק מ הפראנוררטית","נ ק מ ה","פראנוררטית","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ק מ הצֶדֶק","נ ק מ ה","צֶדֶק","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ קו ד היניקון","נ קו ד ה","יניקון","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ קו ד המצביע","נ קו ד ה","מצביע","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ קו ד הרַחֲמִים","נ קו ד ה","רַחֲמִים","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ קו דפלסטיק","נ קו ד","פלסטיק","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ קו דרזיל","נ קו ד","רזיל","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ קו תארמט","נ קו ת","ארמט","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ קו תקורה","נ קו ת","קורה","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ר ת יקאוגדה","נ ר ת יק","אוגדה","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ר ת יקסףיסָר","נ ר ת יק","סףיסָר","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ר ת יקפִּין","נ ר ת יק","פִּין","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ש  יק ההונאה","נ ש  יק ה","הונאה","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ש  יק הלְהִשָׁא","נ ש  יק ה","לְהִשָׁא","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נ ש  יק הלְחַבֵּק","נ ש  יק ה","לְחַבֵּק","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נֶחְמָדיפה","נֶחְמָד","יפה","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נֶחְמָדלִשְׁטהקף","נֶחְמָד","לִשְׁטהקף","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נֶחְמָדמִיקרוֹסקוֹפּ","נֶחְמָד","מִיקרוֹסקוֹפּ","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נארך כללאינטואיציה","נארך כלל","אינטואיציה","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נארך כללרןעִים מְאוֹד","נארך כלל","רןעִים מְאוֹד","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נבכראחור￼","נבכר","אחור￼","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נבכרוכים","נבכר","וכים","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נגיףהַדבָּקָה","נגיף","הַדבָּקָה","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נגיףלָקוּחַ","נגיף","לָקוּחַ","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נגיףנוסי","נגיף","נוסי","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נגררואן","נגרר","ואן","related","word","word",0.247619090693605,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נגררחמוצ","נגרר","חמוצ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נגררלְנַסוֹת","נגרר","לְנַסוֹת","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"נד רט החסר ערך","נד רט ה","חסר ערך","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
